AK-47	WARS	*HUNGARIAN REVOLUTION OF 1956\N*VIETNAM WAR\N*SEE OTHER CONFLICTS AND WARS
BANGALORE TORPEDO	WARS	WORLD WAR I
BANGALORE TORPEDO	WARS	WORLD WAR II
BANGALORE TORPEDO	WARS	KOREAN WAR
QASSAM ROCKET	WARS	GAZA–ISRAEL CONFLICT
FG 42	WARS	WORLD WAR II
PANZERFAUST	WARS	WORLD WAR II
MAXIM GUN	WARS	CHACO WAR, MAHDIST WAR, DERVISH RESISTANCE, FIRST SINO-JAPANESE WAR, SECOND BOER WAR, BOXER REBELLION, RUSSO-JAPANESE WAR, PHILIPPINE REVOLUTION, FINNISH CIVIL WAR, BALKAN WARS, WORLD WAR I, RUSSIAN CIVIL WAR, POLISH–SOVIET WAR, SECOND SINO-JAPANESE WAR, WORLD WAR II, CHINESE CIVIL WAR, KOREAN WAR, OTHERS
R4M	WARS	WORLD WAR II
M50 ONTOS	WARS	VIETNAM WAR
M50 ONTOS	WARS	OPERATION POWER PACK
M26 PERSHING	WARS	WORLD WAR II
M26 PERSHING	WARS	KOREAN WAR
ALARM	WARS	GULF WAR
ALARM	WARS	KOSOVO WAR
ALARM	WARS	IRAQ WAR
ALARM	WARS	2011 LIBYAN CIVIL WAR
50 CALIBER MARK 7 GUN	WARS	WORLD WAR II
50 CALIBER MARK 7 GUN	WARS	KOREAN WAR
50 CALIBER MARK 7 GUN	WARS	VIETNAM WAR
50 CALIBER MARK 7 GUN	WARS	LEBANESE CIVIL WAR
50 CALIBER MARK 7 GUN	WARS	GULF WAR
FRITZ X	WARS	WORLD WAR II
HENSCHEL HS 293	WARS	WORLD WAR II
FGM-148 JAVELIN	WARS	OPERATION ENDURING FREEDOM
FGM-148 JAVELIN	WARS	OPERATION IRAQI FREEDOM / OPERATION NEW DAWN
FGM-148 JAVELIN	WARS	SYRIAN CIVIL WAR
BLOWPIPE	WARS	FALKLANDS WAR
BLOWPIPE	WARS	SOVIET INVASION OF AFGHANISTAN
BLOWPIPE	WARS	GULF WAR
BLOWPIPE	WARS	CENEPA WAR
JAVELIN	WARS	SOVIET WAR IN AFGHANISTAN
M4 CARBINE	WARS	* 1998 KOSOVO WAR\N*SEE OTHER CONFLICTS AND WARS
PANZERSCHRECK	WARS	WORLD WAR II
WINCHESTER RIFLE	WARS	AMERICAN INDIAN WARS
WINCHESTER RIFLE	WARS	RUSSO-TURKISH WAR
WINCHESTER RIFLE	WARS	NORTH-WEST REBELLION
WINCHESTER RIFLE	WARS	FRENCH INTERVENTION IN MEXICO
WINCHESTER RIFLE	WARS	SPANISH–AMERICAN WAR
WINCHESTER RIFLE	WARS	MEXICAN REVOLUTION
SU-122	WARS	WORLD WAR II
SU-122	WARS	EASTERN FRONT
ISU-152	WARS	WORLD WAR II
ISU-152	WARS	KOREAN WAR
ISU-152	WARS	HUNGARIAN REVOLUTION
ISU-152	WARS	EGYPTIAN–ISRAELI WARS
PANZER 38	WARS	WORLD WAR II
PANZER 38	WARS	ECUADORIAN–PERUVIAN WAR
GEWEHR 43	WARS	WORLD WAR II
M24 CHAFFEE	WARS	WORLD WAR II, KOREAN WAR, FIRST INDOCHINA WAR, IFNI WAR, VIETNAM WAR, ALGERIAN WAR, INDO-PAKISTANI WAR OF 1971
M3 LEE	WARS	WORLD WAR II
M22 LOCUST	WARS	WORLD WAR II
M22 LOCUST	WARS	1948
DRAGUNOV SNIPER RIFLE	WARS	VIETNAM WAR
DRAGUNOV SNIPER RIFLE	WARS	CAMBODIAN–VIETNAMESE WAR
DRAGUNOV SNIPER RIFLE	WARS	SOVIET WAR IN AFGHANISTAN
DRAGUNOV SNIPER RIFLE	WARS	NAGORNO-KARABAKH WAR
DRAGUNOV SNIPER RIFLE	WARS	SALVADORIAN CIVIL WAR
DRAGUNOV SNIPER RIFLE	WARS	IRAN–IRAQ WAR
DRAGUNOV SNIPER RIFLE	WARS	GULF WAR
DRAGUNOV SNIPER RIFLE	WARS	SOMALI CIVIL WAR
DRAGUNOV SNIPER RIFLE	WARS	OPERATION RESTORE HOPE
DRAGUNOV SNIPER RIFLE	WARS	OPERATION GOTHIC SERPENT
DRAGUNOV SNIPER RIFLE	WARS	WAR IN AFGHANISTAN (2001–14)
DRAGUNOV SNIPER RIFLE	WARS	IRAQ WAR
DRAGUNOV SNIPER RIFLE	WARS	YUGOSLAV WARS
DRAGUNOV SNIPER RIFLE	WARS	FIRST
DRAGUNOV SNIPER RIFLE	WARS	SECOND CHECHEN WARS
DRAGUNOV SNIPER RIFLE	WARS	CAMBODIAN–THAI BORDER DISPUTE
DRAGUNOV SNIPER RIFLE	WARS	2008
DRAGUNOV SNIPER RIFLE	WARS	KARGIL WAR
DRAGUNOV SNIPER RIFLE	WARS	2011
DRAGUNOV SNIPER RIFLE	WARS	SYRIAN CIVIL WAR
DRAGUNOV SNIPER RIFLE	WARS	WAR IN DONBASS
DRAGUNOV SNIPER RIFLE	WARS	YEMENI CIVIL WAR
HETZER	WARS	WORLD WAR II
IMI NEGEV	WARS	AL-AQSA INTIFADA
IMI NEGEV	WARS	2006
IMI NEGEV	WARS	GAZA WAR
IMI NEGEV	WARS	WAR IN DONBASS
HECKLER & KOCH MP7	WARS	* WAR IN AFGHANISTAN (2001–14)\N* 2013 LAHAD DATU STANDOFF
7TP	WARS	WORLD WAR II
RENAULT FT	WARS	*
RENAULT FT	WARS	WORLD WAR I
RENAULT FT	WARS	RUSSIAN CIVIL WAR
RENAULT FT	WARS	POLISH-SOVIET WAR
RENAULT FT	WARS	CHINESE CIVIL WAR
RENAULT FT	WARS	SPANISH CIVIL WAR
RENAULT FT	WARS	WORLD WAR II
RENAULT FT	WARS	FRANCO-THAI WAR
RENAULT FT	WARS	TURKISH WAR OF INDEPENDENCE
RENAULT FT	WARS	1948
RENAULT FT	WARS	WINTER WAR
VICKERS 6-TON	WARS	CHACO WAR
VICKERS 6-TON	WARS	SECOND SINO-JAPANESE WAR
VICKERS 6-TON	WARS	WORLD WAR II
VICKERS 6-TON	WARS	WINTER WAR
VICKERS 6-TON	WARS	FRANCO-THAI WAR
PANZER 35	WARS	WORLD WAR II
PANTHER TANK	WARS	WORLD WAR II
AMX LECLERC	WARS	YEMENI CIVIL WAR
38M TOLDI	WARS	WORLD WAR II
M21 SNIPER WEAPON SYSTEM	WARS	VIETNAM WAR, IRAQ WAR
LONG RIFLE	WARS	FRENCH AND INDIAN WAR
LONG RIFLE	WARS	AMERICAN INDIAN WARS
LONG RIFLE	WARS	AMERICAN REVOLUTIONARY WAR
LONG RIFLE	WARS	WAR OF 1812
M1918 BROWNING AUTOMATIC RIFLE	WARS	WORLD WAR I
M1918 BROWNING AUTOMATIC RIFLE	WARS	WORLD WAR II
M1918 BROWNING AUTOMATIC RIFLE	WARS	SECOND SINO-JAPANESE WAR
M1918 BROWNING AUTOMATIC RIFLE	WARS	CHINESE CIVIL WAR
M1918 BROWNING AUTOMATIC RIFLE	WARS	HUKBALAHAP REBELLION
M1918 BROWNING AUTOMATIC RIFLE	WARS	KOREAN WAR
M1918 BROWNING AUTOMATIC RIFLE	WARS	1947–48 CIVIL WAR IN MANDATORY PALESTINE
M1918 BROWNING AUTOMATIC RIFLE	WARS	FIRST INDOCHINA WAR
M1918 BROWNING AUTOMATIC RIFLE	WARS	BAY OF PIGS INVASION
M1918 BROWNING AUTOMATIC RIFLE	WARS	VIETNAM WAR
M1918 BROWNING AUTOMATIC RIFLE	WARS	CAMBODIAN CIVIL WAR
M1918 BROWNING AUTOMATIC RIFLE	WARS	TURKISH INVASION OF CYPRUS
M1918 BROWNING AUTOMATIC RIFLE	WARS	THAI–LAOTIAN BORDER WAR
S-25 BERKUT	WARS	COLD WAR
BRUNSWICK RIFLE	WARS	BRITISH EMPIRE
BRUNSWICK RIFLE	WARS	CRIMEAN WAR
BRUNSWICK RIFLE	WARS	AMERICAN CIVIL WAR
GEWEHR 41	WARS	WORLD WAR II
MK 108 CANNON	WARS	WORLD WAR II
AMX-13	WARS	SUEZ CRISIS
AMX-13	WARS	ALGERIAN WAR
AMX-13	WARS	SAND WAR
AMX-13	WARS	DOMINICAN CIVIL WAR
AMX-13	WARS	INDO-PAKISTANI WAR OF 1965
AMX-13	WARS	SIX DAY WAR
AMX-13	WARS	YOM KIPPUR WAR
AMX-13	WARS	WESTERN SAHARA WAR
AMX-13	WARS	LEBANESE CIVIL WAR
SHOULDER-LAUNCHED MULTIPURPOSE ASSAULT WEAPON	WARS	GULF WAR
SHOULDER-LAUNCHED MULTIPURPOSE ASSAULT WEAPON	WARS	WAR IN AFGHANISTAN
SHOULDER-LAUNCHED MULTIPURPOSE ASSAULT WEAPON	WARS	IRAQ WAR
CANON DE 75 MODèLE 1897	WARS	FRENCH COLONIAL EMPIRE
CANON DE 75 MODèLE 1897	WARS	BOXER REBELLION
CANON DE 75 MODèLE 1897	WARS	WORLD WAR I
CANON DE 75 MODèLE 1897	WARS	POLISH–SOVIET WAR
CANON DE 75 MODèLE 1897	WARS	RIF WAR
CANON DE 75 MODèLE 1897	WARS	SPANISH CIVIL WAR
CANON DE 75 MODèLE 1897	WARS	WORLD WAR II
CANON DE 75 MODèLE 1897	WARS	OTHER CONFLICTS AND WARS
LEBEL MODEL 1886 RIFLE	WARS	BOXER REBELLION
LEBEL MODEL 1886 RIFLE	WARS	FRENCH COLONIAL EMPIRE
LEBEL MODEL 1886 RIFLE	WARS	MONEGASQUE REVOLUTION
LEBEL MODEL 1886 RIFLE	WARS	WORLD WAR I
LEBEL MODEL 1886 RIFLE	WARS	FRANCO-TURKISH WAR
LEBEL MODEL 1886 RIFLE	WARS	POLISH–SOVIET WAR
LEBEL MODEL 1886 RIFLE	WARS	SPANISH CIVIL WAR
LEBEL MODEL 1886 RIFLE	WARS	WORLD WAR II
LEBEL MODEL 1886 RIFLE	WARS	ALGERIAN WAR
MAUSER C96	WARS	SPANISH–AMERICAN WAR
MAUSER C96	WARS	JUNGLE MOVEMENT OF GILAN
MAUSER C96	WARS	SECOND BOER WAR
MAUSER C96	WARS	BOXER REBELLION
MAUSER C96	WARS	XINHAI REVOLUTION
MAUSER C96	WARS	WORLD WAR I
MAUSER C96	WARS	IRISH WAR OF INDEPENDENCE
MAUSER C96	WARS	IRISH CIVIL WAR
MAUSER C96	WARS	FINNISH CIVIL WAR
MAUSER C96	WARS	MEXICAN REVOLUTION
MAUSER C96	WARS	PHILIPPINE REVOLUTION
MAUSER C96	WARS	PHILIPPINE-AMERICAN WAR
MAUSER C96	WARS	RUSSIAN CIVIL WAR
MAUSER C96	WARS	SPANISH CIVIL WAR
MAUSER C96	WARS	SECOND SINO-JAPANESE WAR
MAUSER C96	WARS	WORLD WAR II
MAUSER C96	WARS	CHINESE CIVIL WAR
MAUSER C96	WARS	FIRST INDOCHINA WAR
MAUSER C96	WARS	KOREAN WAR
MAUSER C96	WARS	VIETNAM WAR
MAUSER C96	WARS	EASTER RISING
JUNGLE CARBINE	WARS	WORLD WAR II
JUNGLE CARBINE	WARS	KOREAN WAR
JUNGLE CARBINE	WARS	MALAYAN EMERGENCY
JUNGLE CARBINE	WARS	BOUGAINVILLE CIVIL WAR
JUNGLE CARBINE	WARS	BRITISH POST-WWII COLONIAL CONFLICTS
SVT-40	WARS	CHINESE CIVIL WAR
SVT-40	WARS	SECOND SINO-JAPANESE WAR
SVT-40	WARS	WINTER WAR
SVT-40	WARS	CONTINUATION WAR
SVT-40	WARS	WORLD WAR II
SVT-40	WARS	HUKBALAHAP REBELLION
SVT-40	WARS	KOREAN WAR
SVT-40	WARS	VIETNAM WAR
SVT-40	WARS	CUBAN REVOLUTION
SVT-40	WARS	YUGOSLAV WARS
SVT-40	WARS	FIRST CHECHEN WAR
SVT-40	WARS	SECOND CHECHEN WAR
M50 REISING	WARS	WORLD WAR II
M50 REISING	WARS	HUKBALAHAP REBELLION
M50 REISING	WARS	MALAYSIAN EMERGENCY
M50 REISING	WARS	COSTA RICAN CIVIL WAR
CARCANO	WARS	MAHDIST WAR
CARCANO	WARS	FIRST ITALO-ETHIOPIAN WAR
CARCANO	WARS	BOXER REBELLION
CARCANO	WARS	ITALO-TURKISH WAR
CARCANO	WARS	WORLD WAR I
CARCANO	WARS	VLORA WAR
CARCANO	WARS	SECOND ITALO-ABYSSINIAN WAR
CARCANO	WARS	WINTER WAR
CARCANO	WARS	WORLD WAR II
CARCANO	WARS	KOSOVO WAR
CARCANO	WARS	2011 LIBYAN CIVIL WAR
T-90	WARS	1999
M113 ARMORED PERSONNEL CARRIER	WARS	*
M113 ARMORED PERSONNEL CARRIER	WARS	VIETNAM WAR
M113 ARMORED PERSONNEL CARRIER	WARS	YOM KIPPUR WAR
M113 ARMORED PERSONNEL CARRIER	WARS	INDO-PAKISTANI WAR OF 1965
M113 ARMORED PERSONNEL CARRIER	WARS	INDO-PAKISTANI WAR OF 1971
M113 ARMORED PERSONNEL CARRIER	WARS	LEBANESE CIVIL WAR
M113 ARMORED PERSONNEL CARRIER	WARS	1982
M113 ARMORED PERSONNEL CARRIER	WARS	SOUTH LEBANON CONFLICT
M113 ARMORED PERSONNEL CARRIER	WARS	UNITED STATES INVASION OF PANAMA
M113 ARMORED PERSONNEL CARRIER	WARS	IRAN–IRAQ WAR
M113 ARMORED PERSONNEL CARRIER	WARS	PERSIAN GULF WAR
M113 ARMORED PERSONNEL CARRIER	WARS	KOSOVO WAR
M113 ARMORED PERSONNEL CARRIER	WARS	WAR IN AFGHANISTAN
M113 ARMORED PERSONNEL CARRIER	WARS	IRAQ WAR
M113 ARMORED PERSONNEL CARRIER	WARS	WAZIRISTAN WAR
M113 ARMORED PERSONNEL CARRIER	WARS	SECOND INTIFADA
M113 ARMORED PERSONNEL CARRIER	WARS	2006
M113 ARMORED PERSONNEL CARRIER	WARS	GAZA WAR
M113 ARMORED PERSONNEL CARRIER	WARS	LIBYAN CIVIL WAR
M113 ARMORED PERSONNEL CARRIER	WARS	OPERATION PROTECTIVE EDGE
M113 ARMORED PERSONNEL CARRIER	WARS	IRAQI INSURGENCY
M113 ARMORED PERSONNEL CARRIER	WARS	SYRIAN CIVIL WAR
41	WARS	SPANISH CIVIL WAR
41	WARS	SECOND SINO-JAPANESE WAR
41	WARS	WORLD WAR II
MAC-10	WARS	VIETNAM WAR
MAC-10	WARS	WAR ON TERROR
MAC-10	WARS	INVASION OF GRENADA
MAC-10	WARS	GRISELDA BLANCO
M203 GRENADE LAUNCHER	WARS	VIETNAM WAR
M203 GRENADE LAUNCHER	WARS	WAR IN AFGHANISTAN
M203 GRENADE LAUNCHER	WARS	IRAQ WAR
M203 GRENADE LAUNCHER	WARS	2020
MG 17 MACHINE GUN	WARS	WORLD WAR II
M47 PATTON	WARS	SUEZ CRISIS
M47 PATTON	WARS	INDO-PAKISTANI WAR OF 1965
M47 PATTON	WARS	SIX DAY WAR
M47 PATTON	WARS	1971 INDO-PAKISTANI WAR
M47 PATTON	WARS	TURKISH INVASION OF CYPRUS
M47 PATTON	WARS	OGADEN WAR
M47 PATTON	WARS	IRAN–IRAQ WAR
M47 PATTON	WARS	SOMALI CIVIL WAR
M47 PATTON	WARS	YUGOSLAV WARS
M48 PATTON	WARS	1958
M48 PATTON	WARS	PORTUGUESE COLONIAL WAR
M48 PATTON	WARS	VIETNAM WAR
M48 PATTON	WARS	SIX-DAY WAR
M48 PATTON	WARS	INDO-PAKISTANI WAR OF 1965
M48 PATTON	WARS	INDO-PAKISTANI WAR OF 1971
M48 PATTON	WARS	YOM KIPPUR WAR
M48 PATTON	WARS	WESTERN SAHARA WAR
M48 PATTON	WARS	LEBANESE CIVIL WAR
M48 PATTON	WARS	TURKISH INVASION OF CYPRUS
M48 PATTON	WARS	IRAN–IRAQ WAR
M48 PATTON	WARS	BATTLE OF MOGADISHU
M48 PATTON	WARS	TURKEY–PKK CONFLICT
M60 PATTON	WARS	YOM KIPPUR WAR
M60 PATTON	WARS	IRAN–IRAQ WAR
M60 PATTON	WARS	BEIRUT, LEBANON
M60 PATTON	WARS	INVASION OF GRENADA
M60 PATTON	WARS	GULF WAR
M60 PATTON	WARS	RESTORE HOPE, SOMALIA
M60 PATTON	WARS	WESTERN SAHARA WAR
M60 PATTON	WARS	SHIA INSURGENCY IN YEMEN
M60 PATTON	WARS	TURKEY–PKK CONFLICT
M60 PATTON	WARS	SINAI INSURGENCY
M60 PATTON	WARS	YEMENI CIVIL WAR
M60 PATTON	WARS	SYRIAN CIVIL WAR
COLT CANADA C7 RIFLE	WARS	UNAMIR
COLT CANADA C7 RIFLE	WARS	UNPROFOR
COLT CANADA C7 RIFLE	WARS	OPERATION ENDURING FREEDOM
COLT CANADA C7 RIFLE	WARS	WAR IN AFGHANISTAN
COLT CANADA C7 RIFLE	WARS	OPERATION DELIVERANCE
VSS VINTOREZ	WARS	SOVIET WAR IN AFGHANISTAN
VSS VINTOREZ	WARS	CHECHEN–RUSSIAN CONFLICT
VSS VINTOREZ	WARS	2008 SOUTH OSSETIA WAR
VSS VINTOREZ	WARS	WAR IN DONBASS
CARL GUSTAF RECOILLESS RIFLE	WARS	FALKLANDS WAR
CARL GUSTAF RECOILLESS RIFLE	WARS	KARGIL WAR
CARL GUSTAF RECOILLESS RIFLE	WARS	WAR IN AFGHANISTAN
CARL GUSTAF RECOILLESS RIFLE	WARS	IRAQ WAR
CARL GUSTAF RECOILLESS RIFLE	WARS	EELAM WAR IV
CARL GUSTAF RECOILLESS RIFLE	WARS	2011 LIBYAN CIVIL WAR
CARL GUSTAF RECOILLESS RIFLE	WARS	SYRIAN CIVIL WAR
CARL GUSTAF RECOILLESS RIFLE	WARS	2013
WINCHESTER MODEL 1897	WARS	PHILIPPINE–AMERICAN WAR
WINCHESTER MODEL 1897	WARS	WORLD WAR I
WINCHESTER MODEL 1897	WARS	WORLD WAR II
WINCHESTER MODEL 1897	WARS	KOREAN WAR
WINCHESTER MODEL 1897	WARS	VIETNAM WAR
WINCHESTER MODEL 1897	WARS	GULF WAR
FN P90	WARS	*GULF WAR\N*AFGHANISTAN WAR\N*IRAQ WAR\N*MEXICAN DRUG WAR \N*LIBYAN CIVIL WAR
CENTURION	WARS	KOREAN WAR
CENTURION	WARS	SUEZ CRISIS
CENTURION	WARS	INDO-PAKISTANI WAR OF 1965
CENTURION	WARS	SIX DAY WAR
CENTURION	WARS	INDO-PAKISTANI WAR OF 1971
CENTURION	WARS	WAR OF ATTRITION
CENTURION	WARS	YOM KIPPUR WAR
CENTURION	WARS	VIETNAM WAR
CENTURION	WARS	SOUTH AFRICAN BORDER WAR
CENTURION	WARS	OPERATION MOTORMAN
CENTURION	WARS	FALKLANDS WAR
CENTURION	WARS	GULF WAR
M60 MACHINE GUN	WARS	VIETNAM WAR
M60 MACHINE GUN	WARS	LAOTIAN CIVIL WAR
M60 MACHINE GUN	WARS	CAMBODIAN CIVIL WAR
M60 MACHINE GUN	WARS	CAMBODIAN–VIETNAMESE WAR
M60 MACHINE GUN	WARS	SALVADORAN CIVIL WAR
M60 MACHINE GUN	WARS	THE TROUBLES
M60 MACHINE GUN	WARS	OPERATION JUST CAUSE
M60 MACHINE GUN	WARS	GULF WAR
M60 MACHINE GUN	WARS	WAR IN AFGHANISTAN
M60 MACHINE GUN	WARS	IRAQ WAR
M60 MACHINE GUN	WARS	CAMBODIAN–THAI BORDER STAND-OFF
M60 MACHINE GUN	WARS	COLOMBIAN ARMED CONFLICT
M60 MACHINE GUN	WARS	INSURGENCY IN THE PHILIPPINES
M60 MACHINE GUN	WARS	BOUGAINVILLE CIVIL WAR
M60 MACHINE GUN	WARS	2013
M60 MACHINE GUN	WARS	VARIOUS OTHERS
VALENTINE TANK	WARS	SECOND WORLD WAR
COLT SINGLE ACTION ARMY	WARS	AMERICAN INDIAN WARS
COLT SINGLE ACTION ARMY	WARS	SPANISH–AMERICAN WAR
COLT SINGLE ACTION ARMY	WARS	PHILIPPINE–AMERICAN WAR
COLT SINGLE ACTION ARMY	WARS	MEXICAN REVOLUTION
COLT SINGLE ACTION ARMY	WARS	RANGE WARS
GC-45 HOWITZER	WARS	IRAN–IRAQ WAR
GC-45 HOWITZER	WARS	GULF WAR
GC-45 HOWITZER	WARS	CAMBODIAN–THAI BORDER STAND-OFF
LANCHESTER SUBMACHINE GUN	WARS	WORLD WAR II
CROMWELL TANK	WARS	WORLD WAR II
CROMWELL TANK	WARS	1948 ARAB–ISRAELI WAR
CROMWELL TANK	WARS	KOREAN WAR
M24 SNIPER WEAPON SYSTEM	WARS	PERSIAN GULF WAR
M24 SNIPER WEAPON SYSTEM	WARS	WAR IN AFGHANISTAN
M24 SNIPER WEAPON SYSTEM	WARS	IRAQ WAR
BERETTA M1935	WARS	WORLD WAR II
CRUSADER TANK	WARS	SECOND WORLD WAR
MG 151 CANNON	WARS	WORLD WAR II
MG 151 CANNON	WARS	ALGERIAN WAR
MG 151 CANNON	WARS	RHODESIAN BUSH WAR
BERETTA M1934	WARS	WORLD WAR II
M728 COMBAT ENGINEER VEHICLE	WARS	VIETNAM WAR
M728 COMBAT ENGINEER VEHICLE	WARS	GULF WAR
M728 COMBAT ENGINEER VEHICLE	WARS	BOSNIAN WAR
TYPE 93 TORPEDO	WARS	SECOND WORLD WAR
MAKAROV PISTOL	WARS	VIETNAM WAR
MAKAROV PISTOL	WARS	NICARAGUAN REVOLUTION
MAKAROV PISTOL	WARS	SOVIET–AFGHAN WAR
MAKAROV PISTOL	WARS	FIRST CHECHEN WAR
MAKAROV PISTOL	WARS	SECOND CHECHEN WAR
MAKAROV PISTOL	WARS	LIBYAN CIVIL WAR
MAKAROV PISTOL	WARS	SYRIAN CIVIL WAR
MAKAROV PISTOL	WARS	WAR IN DONBASS
SEA WOLF	WARS	FALKLANDS WAR
SEA WOLF	WARS	GULF WAR
G6 HOWITZER	WARS	SOUTH AFRICAN BORDER WAR
LEOPARD 2	WARS	WAR IN AFGHANISTAN
A7V	WARS	WORLD WAR I
BOUNCING BOMB	WARS	WORLD WAR II
MAC-11	WARS	2013
KAITEN	WARS	WORLD WAR II
M224 MORTAR	WARS	GULF WAR
M224 MORTAR	WARS	WAR IN AFGHANISTAN
M224 MORTAR	WARS	IRAQ WAR
M252 MORTAR	WARS	GULF WAR
M252 MORTAR	WARS	WAR IN AFGHANISTAN
M252 MORTAR	WARS	IRAQ WAR
M240 MACHINE GUN	WARS	* GULF WAR\N* IRAQ WAR\N* WAR IN AFGHANISTAN\N* SYRIAN CIVIL WAR
BOFORS 40 MM GUN	WARS	WORLD WAR II
BOFORS 40 MM GUN	WARS	INDO-PAKISTANI WARS AND CONFLICTS
BOFORS 40 MM GUN	WARS	ARAB-ISRAELI CONFLICT
BOFORS 40 MM GUN	WARS	KOREAN WAR
BOFORS 40 MM GUN	WARS	INDONESIA-MALAYSIA CONFRONTATION
BOFORS 40 MM GUN	WARS	VIETNAM WAR
BOFORS 40 MM GUN	WARS	YOM KIPPUR WAR
BOFORS 40 MM GUN	WARS	SOUTH AFRICAN BORDER WAR
BOFORS 40 MM GUN	WARS	FALKLANDS WAR
BOFORS 40 MM GUN	WARS	LEBANESE CIVIL WAR
BOFORS 40 MM GUN	WARS	GULF WAR
BOFORS 40 MM GUN	WARS	YUGOSLAV WARS
M79 GRENADE LAUNCHER	WARS	VIETNAM WAR
M79 GRENADE LAUNCHER	WARS	CAMBODIAN CIVIL WAR
M79 GRENADE LAUNCHER	WARS	FALKLANDS WAR
M79 GRENADE LAUNCHER	WARS	BOUGAINVILLE CIVIL WAR
M79 GRENADE LAUNCHER	WARS	WAR IN AFGHANISTAN
M79 GRENADE LAUNCHER	WARS	IRAQ WAR
M79 GRENADE LAUNCHER	WARS	CAMBODIAN–THAI BORDER DISPUTE
M79 GRENADE LAUNCHER	WARS	2010
M79 GRENADE LAUNCHER	WARS	SYRIAN CIVIL WAR
SCHNEIDER CA1	WARS	WORLD WAR I
SCHNEIDER CA1	WARS	RIF WAR
SCHNEIDER CA1	WARS	SPANISH CIVIL WAR
BT-42	WARS	CONTINUATION WAR
BMD-2	WARS	SEE SERVICE HISTORY
BMD-1	WARS	SEE SERVICE HISTORY AND COMBAT HISTORY
V-3 CANNON	WARS	WORLD WAR II
CHAR 2C	WARS	WORLD WAR II
WEBLEY REVOLVER	WARS	SECOND BOER WAR
WEBLEY REVOLVER	WARS	WORLD WAR I
WEBLEY REVOLVER	WARS	IRISH WAR OF INDEPENDENCE
WEBLEY REVOLVER	WARS	IRISH CIVIL WAR
WEBLEY REVOLVER	WARS	WORLD WAR II
WEBLEY REVOLVER	WARS	INDONESIAN NATIONAL REVOLUTION
WEBLEY REVOLVER	WARS	KOREAN WAR
WEBLEY REVOLVER	WARS	BRITISH EMPIRE
WEBLEY REVOLVER	WARS	THE TROUBLES
WEBLEY REVOLVER	WARS	DISSIDENT IRISH REPUBLICAN CAMPAIGN
WEBLEY REVOLVER	WARS	NUMEROUS OTHERS
WEBLEY REVOLVER	WARS	SECOND WORLD WAR, KOREAN WAR, BRITISH COLONIAL CONFLICTS, NUMEROUS OTHERS
FLECKTARN	WARS	BOSNIAN WAR
FLECKTARN	WARS	WAR IN AFGHANISTAN
FLECKTARN	WARS	IRAQ WAR
M79 OSA	WARS	YUGOSLAV WARS
M79 OSA	WARS	SYRIAN CIVIL WAR
BIG BERTHA	WARS	WORLD WAR I
STURMTIGER	WARS	WORLD WAR II
CRUISER MK I	WARS	SECOND WORLD WAR
SEA CAT	WARS	1971
SEA CAT	WARS	IRAN-IRAQ WAR
SEA CAT	WARS	FALKLANDS WAR
SEA CAT	WARS	SOUTH AFRICAN BORDER WAR
STURMGESCHüTZ III	WARS	WORLD WAR II
STURMGESCHüTZ III	WARS	SIX-DAY WAR
TYPE 97 CHI-HA	WARS	SECOND SINO-JAPANESE WAR
TYPE 97 CHI-HA	WARS	SOVIET–JAPANESE BORDER CONFLICTS
TYPE 97 CHI-HA	WARS	WORLD WAR II
TYPE 97 CHI-HA	WARS	CHINESE CIVIL WAR
VICKERS MACHINE GUN	WARS	WORLD WAR I
VICKERS MACHINE GUN	WARS	CHACO WAR
VICKERS MACHINE GUN	WARS	WORLD WAR II
VICKERS MACHINE GUN	WARS	INDO-PAKISTAN WAR OF 1947
VICKERS MACHINE GUN	WARS	1948
VICKERS MACHINE GUN	WARS	KOREAN WAR
VICKERS MACHINE GUN	WARS	CONGO CRISIS
VICKERS MACHINE GUN	WARS	SOUTH AFRICAN BORDER WAR
COMET	WARS	WORLD WAR II
COMET	WARS	KOREAN WAR
BREDA 30	WARS	SECOND ITALO-ABYSSINIAN WAR
BREDA 30	WARS	WORLD WAR II
LEICHTER PANZERSPäHWAGEN	WARS	WORLD WAR II
ELAND MK7	WARS	ANGOLAN CIVIL WAR
ELAND MK7	WARS	RHODESIAN BUSH WAR
ELAND MK7	WARS	1981
ELAND MK7	WARS	SOUTH AFRICAN BORDER WAR
ELAND MK7	WARS	NAMIBIAN WAR OF INDEPENDENCE
ELAND MK7	WARS	WESTERN SAHARA WAR
ELAND MK7	WARS	SECOND CONGO WAR
ELAND MK7	WARS	CHADIAN CIVIL WAR
ELAND MK7	WARS	NORTHERN MALI CONFLICT
ELAND MK7	WARS	BOKO HARAM INSURGENCY
FB VIS	WARS	INVASION OF POLAND
FB VIS	WARS	WORLD WAR II
KRIS	WARS	PAMALAYU EXPEDITION, MONGOL INVASION OF JAVA, BATTLE OF BUBAT, MAJAPAHIT CIVIL WAR, SIEGE OF BATAVIA, DIPONEGORO WAR, INDONESIAN NATIONAL REVOLUTION, SPANISH-MORO CONFLICT, PHILIPPINE–AMERICAN WAR, JAPANESE OCCUPATION OF SOUTHEAST ASIA
HUMMEL	WARS	WORLD WAR II
VEKTOR R4	WARS	SOUTH AFRICAN BORDER WAR
